seller,profile_url,products,observations,categories,top_category,ratings_total,rated_products,ratings_rank,ratings_share_pct,med_price_usd,min_price_usd,max_price_usd,free_products,subs,top_product_url,top_product_ratings,top_product_title
berkkaplan,https://berkkaplan.gumroad.com,3,5,3,3D > 3D Assets > Blender,330,3,107,0.161,129.18,99.14,129.18,0,0,https://berkkaplan.gumroad.com/l/bQtHg,139,Blender for Car Design Course (for Beginners) Berk Kaplan 5.0 (139) £9
marivr,https://marivr.gumroad.com,1,1,1,3D > Avatars,326,1,108,0.159,45.06,45.06,45.06,0,0,https://marivr.gumroad.com/l/Deira,326,Deira VRChat Base Mari 4.9 (326) £33.46+
bryanadamc,https://bryanadamc.gumroad.com,2,2,1,Films > Video Production & Editing > Video Assets & Loops > Premiere Pro,323,2,109,0.1576,22.05,22.05,22.05,1,0,https://bryanadamc.gumroad.com/l/hdrconversionlut,322,iPhone HDR Conversion Input LUT for Adobe Premiere Pro [FREE] Bryan Ad
stephenkelman,https://stephenkelman.gumroad.com,40,61,3,Design > Print & Packaging > InDesign,320,27,110,0.1561,35.01,21.55,268.0,1,0,https://stephenkelman.gumroad.com/l/jZgwn,200,Colours Grid System Series for Adobe InDesign Stephen Kelman 4.9 (200)
milofox,https://milofox.gumroad.com,6,12,6,3D > 3D Assets > Avatar Components > Bases,312,5,111,0.1522,45.0,10.0,45.0,0,0,https://milofox.gumroad.com/l/KitFox,235,KitFox | VRChat Avatar MiloFox 4.9 (235) $45
kittyz,https://kittyz.gumroad.com,6,8,5,3D > Avatars > Male,311,6,112,0.1517,22.54,5.01,30.05,0,0,https://kittyz.gumroad.com/l/Eden-05,158,EDEN-05 - The Edgerunner (VRCHAT/PC) Ｋｉｔｔｙｚ 4.9 (158) £22.31+
nebulaanimations,https://nebulaanimations.gumroad.com,4,5,4,3D > 3D Assets > Unity > Shaders,310,4,113,0.1512,0.0,0.0,0.0,4,0,https://nebulaanimations.gumroad.com/l/Cybershader,196,Cybershader Nebula Animations 4.9 (196) £0.00+
heyismail,https://heyismail.gumroad.com,3,3,3,Business & Money > Entrepreneurship,304,3,114,0.1483,99.14,99.14,99.14,2,0,https://heyismail.gumroad.com/l/Life,167,Notion Life OS Heyismail 4.9 (167) £0.00+
jeffsu,https://jeffsu.gumroad.com,2,2,1,"Business & Money > Networking, Careers & Jobs",304,2,115,0.1483,49.99,49.99,49.99,1,0,https://jeffsu.gumroad.com/l/free-cover-letter-template,283,Jeff Su's Cover Letter Templates (PDF Version) Jeff Su 4.8 (283) $0+
uiadrian,https://uiadrian.gumroad.com,2,2,1,Design > UI & Web,299,2,116,0.1459,34.05,9.01,59.08,0,0,https://uiadrian.gumroad.com/l/design-manual,284,The Design Manual 3.0 (880+ pages and free bonuses) uiadrian 5.0 (284)
crashsune,https://crashsune.gumroad.com,1,2,2,3D > 3D Modeling,298,1,117,0.1454,60.08,60.08,60.08,0,0,https://crashsune.gumroad.com/l/LowPolyCourse,298,Create Animated Low Poly Characters – Even If You've Never Opened Blen
twostraws,https://twostraws.gumroad.com,1,6,6,3D > VRChat > Worlds > Udon 2,297,1,118,0.1449,20.0,20.0,20.0,0,1,https://twostraws.gumroad.com/l/hws-subscription,297,Hacking with Swift+ Paul Hudson Top creator 4.9 (297) $20 a month
akrivi,https://akrivi.gumroad.com,5,7,2,Design > Graphics > Mockups > Illustrator,296,5,119,0.1444,9.01,7.02,39.05,1,0,https://akrivi.gumroad.com/l/brand-guidelines-template,83,FREE Brand Guidelines Templates Pack Akrivi - Design and deliver brand
digitalminimalist,https://digitalminimalist.gumroad.com,8,9,3,Design > Wallpapers,289,6,120,0.141,5.01,5.01,29.04,1,0,https://digitalminimalist.gumroad.com/l/sgact,248,Dune Wallpaper The Digital Minimalist 4.9 (248) £0.00+
bigbunjeeeeee,https://bigbunjeeeeee.gumroad.com,1,7,7,3D > VRChat > Worlds > Udon 2,289,1,121,0.141,2.68,2.68,2.68,0,1,https://bigbunjeeeeee.gumroad.com/l/cisui,289,Video content Hulk Hogan (bigbunjeee) 4.9 (289) £1.99+ a month
alkman,https://alkman.gumroad.com,1,4,4,Music & Sound Design > Sound Design > Plugins > Ableton Live,284,1,122,0.1386,21.94,21.94,21.94,0,0,https://alkman.gumroad.com/l/EuclideanSequencerPro,284,Euclidean sequencer PRO 2.1 Alkman 4.9 (284) £16.29+
abiboi,https://abiboi.gumroad.com,1,1,1,3D > 3D Modeling,277,1,123,0.1351,40.05,40.05,40.05,0,0,https://abiboi.gumroad.com/l/Deuzear,277,Deuzear - Vrchat Deuzear is a 4 ears Fluffy Specie avatar base for VRC
iretr0x,https://iretr0x.gumroad.com,1,1,1,Gaming,277,1,124,0.1351,6.01,6.01,6.01,0,0,https://iretr0x.gumroad.com/l/DFA-Pack,277,DFA Pack iRetr0x 4.6 (277) £4.46+
robertkgm,https://robertkgm.gumroad.com,2,7,4,Music & Sound Design > Sound Design > Plugins > Ableton Live,276,2,125,0.1347,18.0,18.0,18.0,0,0,https://robertkgm.gumroad.com/l/gmaclip,183,GMaudio Clipper 2.7 Robert K//Groov Mekanik 4.9 (183) $18+
logopackage,https://logopackage.gumroad.com,6,9,3,Design > Branding > Logos,274,5,126,0.1337,50.07,25.04,149.22,3,0,https://logopackage.gumroad.com/l/logoPackageExpress3,113,"Logo Package Express 3.0 Spend your time designing logos, not exportin"
datmark,https://datmark.gumroad.com,6,7,2,Business & Money > Marketing & Sales > Analytics,270,6,127,0.1317,0.0,0.0,0.0,6,0,https://datmark.gumroad.com/l/extended-map-ecommerce-metrics,151,Map of 316 E-commerce Metrics Dmitry Nekrasov Top creator 4.7 (151) £0
gabsith,https://gabsith.gumroad.com,5,5,4,3D > VRChat > Setup Scripts,262,5,128,0.1278,14.02,3.0,25.04,3,1,https://gabsith.gumroad.com/l/WFTools,114,WFT! | Workflow Tools - VRChat Avatar Creation Tools GabSith 5.0 (114)
wispywoo,https://wispywoo.gumroad.com,9,9,2,3D > VRChat > Worlds,257,9,129,0.1254,35.05,15.02,40.05,0,0,https://wispywoo.gumroad.com/l/AfterGlow,63,After Glow WispyWoo 4.9 (63) £29.74+
alittlepinchofperf,https://alittlepinchofperf.gumroad.com,1,1,1,Fiction Books,257,1,130,0.1254,3.0,3.0,3.0,0,0,https://alittlepinchofperf.gumroad.com/l/tnqTL,257,Hungry Caterpillar Cut and Paste Book Craft Kids Activity alittlepinch
raideus,https://raideus.gumroad.com,11,12,7,3D > 3D Assets > Avatar Components > Bases,252,8,131,0.1229,30.05,8.01,40.05,0,0,https://raideus.gumroad.com/l/Magic,166,Magic Spell System | VRChat avatar asset Raideus 5.0 (166) £22.31
dextrovr,https://dextrovr.gumroad.com,2,6,3,3D > VRChat > Avatar Systems,252,2,132,0.1229,25.04,20.03,30.05,0,0,https://dextrovr.gumroad.com/l/DexProtect,227,Avatar Protection System for VRChat Dextro 4.8 (227) £14.87
trentk,https://trentk.gumroad.com,3,3,2,Fiction Books > Fantasy,251,3,133,0.1225,10.02,5.01,17.04,0,0,https://trentk.gumroad.com/l/oSyrV,157,Trents ULTIMATE BRUSHES COLLECTION Trent Kaniuga Top creator 4.9 (157)
lennycossard,https://lennycossard.gumroad.com,1,2,2,Films > Video Production & Editing > Video Assets & Loops > Premiere Pro,246,1,134,0.12,0.0,0.0,0.0,1,0,https://lennycossard.gumroad.com/l/radialblur,246,Radial Blur - Premiere Pro Lenny 4.9 (246) £0.00+
kaizerwolf,https://kaizerwolf.gumroad.com,6,6,1,Fiction Books > Fantasy,245,6,135,0.1195,5.0,2.99,5.0,0,0,https://kaizerwolf.gumroad.com/l/Innocent-Devils-Harem-Book-1-Kaizer-Wolf,76,Innocent Devil's Harem 1 (Book 1) by Kaizer Wolf Kaizer Wolf 4.9 (76)
awk3005,https://awk3005.gumroad.com,1,1,1,Drawing & Painting > Artwork & Commissions,243,1,136,0.1186,0.0,0.0,0.0,1,0,https://awk3005.gumroad.com/l/vicjta,243,Sketch Brush Pack (Clip Studio Paint & Procreate) Awk 5.0 (243) £0.00+
chriseverard,https://chriseverard.gumroad.com,1,2,2,Films > Documentary,243,1,137,0.1186,30.06,30.06,30.06,0,0,https://chriseverard.gumroad.com/l/zzBZy,243,ENIGMA CHANNEL TV NETWORK SUBSCRIPTION Chris Everard - British author
dibrushes,https://dibrushes.gumroad.com,4,10,5,Drawing & Painting > Digital Illustration > Illustration Brushes > Procreate,239,3,138,0.1166,12.77,4.75,35.05,0,0,https://dibrushes.gumroad.com/l/brush_pack,213,"Over 3000+ Procreate Brushes by Di | Whole Store Bundle (Textures, Sta"
thezherkaofficial,https://thezherkaofficial.gumroad.com,3,9,7,Other,239,3,139,0.1166,111.2,46.07,180.32,0,3,https://thezherkaofficial.gumroad.com/l/DateIQBasic,165,🎯 Secret Society Basic Subscription Zherka Entertainment Inc. Top crea
luisfurushio,https://luisfurushio.gumroad.com,1,1,1,Design > Architecture,238,1,140,0.1161,40.05,40.05,40.05,0,0,https://luisfurushio.gumroad.com/l/bgfjk,238,Graphic Guide to Residential Design (PDF Ebook) Luis Furushio 5.0 (238
vertexture,https://vertexture.gumroad.com,2,2,1,3D > 3D Assets > Maya,237,2,141,0.1156,59.08,49.07,69.1,0,0,https://vertexture.gumroad.com/l/zirail,159,ziRail - Create Polygons with Strokes VERTEXTURE Top creator 4.8 (159)
ichigo,https://ichigo.gumroad.com,1,3,3,3D > VRChat > Worlds > Udon 2,235,1,142,0.1147,9.0,9.0,9.0,0,1,https://ichigo.gumroad.com/l/ichigo-reader,235,Ichigo Translator Subscription A subscription grants access to UNLIMIT
seankanedesign,https://seankanedesign.gumroad.com,1,1,1,Design > Fonts,233,1,143,0.1137,0.0,0.0,0.0,1,0,https://seankanedesign.gumroad.com/l/sk-modernist,233,Sk-Modernist Typeface Sean Kane 4.8 (233) £0.00+
mindandmagick,https://mindandmagick.gumroad.com,3,3,2,Audio > Hypnosis,230,3,144,0.1122,32.04,9.99,32.04,0,1,https://mindandmagick.gumroad.com/l/getriches,109,The Laws of Riches Mind and Magick Top creator 4.9 (109) $9.99 a month
sheetmusicboss,https://sheetmusicboss.gumroad.com,7,8,3,Music & Sound Design > Sound Design > Sheet Music,228,7,145,0.1112,4.01,3.0,16.03,0,0,https://sheetmusicboss.gumroad.com/l/JZTwm,166,"Rush E Piano Sheet Music OFFICIAL - PLAYABLE VERSION! (PDF, MIDI and M"
tudorhg,https://tudorhg.gumroad.com,3,9,7,Education,228,3,146,0.1112,100.18,5.01,150.21,0,0,https://tudorhg.gumroad.com/l/gindil,105,Audio Consultation (1 hour) The KTN Knowledge Vault Top creator 5.0 (1
shayleenhulbertart,https://shayleenhulbertart.gumroad.com,1,1,1,3D > 3D Assets > Unity > Particle Systems,228,1,147,0.1112,0.0,0.0,0.0,1,0,https://shayleenhulbertart.gumroad.com/l/characterartworkshop,228,Character Art Workshop for Games - By Shayleen Hulbert Shayleen Hulber
omricohen,https://omricohen.gumroad.com,3,3,2,Music & Sound Design > Instruments,224,2,148,0.1093,57.72,34.64,79.66,0,0,https://omricohen.gumroad.com/l/modularbasics,163,The Basics of Modular Synthesis with VCV Rack 2 Omri Cohen 5.0 (163) £
coburnian5,https://coburnian5.gumroad.com,1,7,7,3D > VRChat > Worlds > Udon 2,224,1,149,0.1093,7.78,7.78,7.78,0,0,https://coburnian5.gumroad.com/l/xxogns,224,ZK-Theta Language HardStarX 4.1 (224) £5.78
polygoniq,https://polygoniq.gumroad.com,2,3,3,3D > 3D Assets > Blender,223,2,150,0.1088,45.57,2.01,89.13,0,0,https://polygoniq.gumroad.com/l/botaniq-trees,219,Tree Library Botaniq Trees+Plants polygoniq Top creator 4.8 (219) £1.4
egd,https://egd.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Courses,223,1,151,0.1088,97.14,97.14,97.14,0,0,https://egd.gumroad.com/l/digsuccess,223,Digital Success Blueprint (PLR) Moralex 4.8 (223) £72.13 £35.34
ikeiwa,https://ikeiwa.gumroad.com,1,2,2,3D > VRChat > Avatar Systems,223,1,152,0.1088,11.54,11.54,11.54,0,0,https://ikeiwa.gumroad.com/l/ikehud,223,IkeHUD - VRChat Prefab ikeiwa 5.0 (223) £8.57+
rhodastore,https://rhodastore.gumroad.com,8,11,5,3D > 3D Assets > Avatar Components > Bases,222,7,153,0.1083,15.02,10.02,30.05,0,0,https://rhodastore.gumroad.com/l/M_410,115,Male base M_410 Rhoda 5.0 (115) £22.31+
jzody,https://jzody.gumroad.com,1,1,1,3D > 3D Modeling,221,1,154,0.1078,23.08,23.08,23.08,0,0,https://jzody.gumroad.com/l/grinlin,221,Grinlin jzody 5.0 (221) £17.14+
akumadem0n,https://akumadem0n.gumroad.com,39,42,13,3D > 3D Assets > Props > Plushies,216,39,155,0.1054,5.11,3.0,12.01,17,0,https://akumadem0n.gumroad.com/l/RedVision_Bundle,15,RED VISION® Avatar Asset Bundle [PC/QUEST] 悪魔 A K U M A 5.0 (15) £0.00
lineicons,https://lineicons.gumroad.com,3,5,2,Design > Icons,216,2,156,0.1054,325.46,135.2,620.87,0,0,https://lineicons.gumroad.com/l/myicons,213,Myicons✨ v—1.35 Myicons✨ Top creator 4.9 (213) £100.39
michaeladamidis,https://michaeladamidis.gumroad.com,3,3,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Photoshop,216,2,157,0.1054,25.05,24.24,44.08,0,0,https://michaeladamidis.gumroad.com/l/QIgaB,194,Realistic Photoshop Oil & Acrylic Brush Pack - MA-BRUSHES +++ SUMMER S
jinxyuwu,https://jinxyuwu.gumroad.com,2,2,2,3D > 3D Assets > Clothing > Dresses,216,2,158,0.1054,20.03,20.03,20.03,1,0,https://jinxyuwu.gumroad.com/l/skullbeast,208,Skullbeast (FREE VRChat avatar) Download the skullbeast base files for
grassettiart,https://grassettiart.gumroad.com,1,1,1,3D > 3D Assets > ZBrush,216,1,159,0.1054,22.03,22.03,22.03,0,0,https://grassettiart.gumroad.com/l/fdEGH,216,Design and Anatomy Tutorial Package Raf Grassetti's Online Store Top c
hype4academy,https://hype4academy.gumroad.com,1,1,1,Design > UI & Web,215,1,160,0.1049,49.07,49.07,49.07,0,0,https://hype4academy.gumroad.com/l/uibook,215,Designing User Interfaces (eBook) (ENG) Michal Malewicz's UX/UI Master
shiyoonk,https://shiyoonk.gumroad.com,1,2,2,Photography > Photo Presets & Actions,213,1,161,0.1039,10.02,10.02,10.02,0,0,https://shiyoonk.gumroad.com/l/shiyoonink,213,Shiyoon's Photoshop Ink Brush Set Shiyoon Kim 4.8 (213) £7.44
lucasbeoff,https://lucasbeoff.gumroad.com,1,1,1,3D > 3D Modeling,211,1,162,0.1029,4.39,4.39,4.39,0,0,https://lucasbeoff.gumroad.com/l/barstow-iv,211,"Gavril Barstow IV ('98 - '04) v1.0 - January 18th, 2025This mod includ"
luma-llama,https://luma-llama.gumroad.com,1,1,1,Design > Graphics > Textures & Patterns (2D),210,1,163,0.1025,15.02,15.02,15.02,0,0,https://luma-llama.gumroad.com/l/hPdJD,210,Texture Brushes for Procreate by luma_llama luma_llama 4.9 (210) £11.1
daribodrawing,https://daribodrawing.gumroad.com,5,8,6,Drawing & Painting > Traditional Art,208,5,164,0.1015,4.61,3.45,13.74,1,0,https://daribodrawing.gumroad.com/l/drawlittlepeople,77,"How To Draw ""Little People"" || Free Sketching Retreat Workshop Daria B"
maryamato88,https://maryamato88.gumroad.com,2,3,3,Design > Icons > Vector Icons,208,2,165,0.1015,29.05,19.03,39.07,0,0,https://maryamato88.gumroad.com/l/notioly,182,Notioly - 500+ Notion-style Illustrations FLASH SALE ✨ Get 25% OFF wit
moneasy,https://moneasy.gumroad.com,1,1,1,Business & Money > Personal Finance,208,1,166,0.1015,5.01,5.01,5.01,0,0,https://moneasy.gumroad.com/l/finanzaspersonales,208,Finanzas Personales Moneasy Top creator 4.7 (208) £3.72 £2.90
brianfunk,https://brianfunk.gumroad.com,2,5,4,Music & Sound Design > Sound Design > Plugins > Ableton Live,207,2,167,0.101,8.52,2.01,15.03,0,1,https://brianfunk.gumroad.com/l/admmpc,121,Music Production Club Brian Funk Top creator 4.8 (121) £1.49+ a month
remzi,https://remzi.gumroad.com,1,2,2,Education > Science,206,1,168,0.1005,10.02,10.02,10.02,0,0,https://remzi.gumroad.com/l/exGpf,206,Operating Systems: Three Easy Pieces (PDF) Remzi Arpaci-Dusseau 4.9 (2
gvrizzo,https://gvrizzo.gumroad.com,1,1,1,Design > UI & Web,205,1,169,0.1,69.1,69.1,69.1,0,0,https://gvrizzo.gumroad.com/l/cssscan,205,CSS Scan 4.0 CSS Scan/toast.log - Guilherme Rizzo Top creator 4.8 (205
beejaydel,https://beejaydel.gumroad.com,3,3,2,Drawing & Painting > Digital Illustration > Courses,203,3,170,0.099,7.02,7.02,10.02,0,0,https://beejaydel.gumroad.com/l/beejaydeltexturepack,129,Texture Brushes for Procreate by BeeJayDeL BeeJayDeL 4.9 (129) £5.21
nhanceschool,https://nhanceschool.gumroad.com,2,2,2,3D > 3D Assets > ZBrush,203,2,171,0.099,20.0,15.0,25.0,0,0,https://nhanceschool.gumroad.com/l/SimpleDiffuse,196,SimpleDiffuse - Easy Texturing SimpleDiffuse - Easy texturing Create s
mattyb,https://mattyb.gumroad.com,2,2,2,Drawing & Painting > Digital Illustration > Illustration Textures & Patterns,201,2,172,0.0981,14.03,10.02,18.03,0,0,https://mattyb.gumroad.com/l/WKuCx,122,OIL: Over 300 Brushes for Procreate. All New! Welcome to the Procreate
showitbetter,https://showitbetter.gumroad.com,10,10,1,Design > Architecture,197,7,173,0.0961,4.0,2.01,15.02,1,0,https://showitbetter.gumroad.com/l/gmqrn,170,Broadleaf Trees Elevation Pack+ Brushes Show it Better Top creator 4.9
thomasfransson,https://thomasfransson.gumroad.com,1,2,2,Photography > Photo Presets & Actions,196,1,174,0.0956,0.0,0.0,0.0,1,0,https://thomasfransson.gumroad.com/l/vwxus,196,Urban Filmic Pack for Canon Thomas Fransson 4.9 (196) £0.00+
medmorphic,https://medmorphic.gumroad.com,12,17,5,Audio > Healing,195,12,175,0.0951,169.22,55.08,249.36,0,0,https://medmorphic.gumroad.com/l/result-absorption-matrix,35,RESULT ABSORPTION MATRIX: SYSTEM-Ω [ THE SOVEREIGN INTEGRATION MONOLIT
sightreaddrums,https://sightreaddrums.gumroad.com,2,2,1,Music & Sound Design > Sound Design > Sheet Music,195,2,176,0.0951,15.02,10.01,20.03,0,0,https://sightreaddrums.gumroad.com/l/fhnxo,185,Lifetime Access To All My PDFs Improve your drumming and reading skill
transitpicturesllc,https://transitpicturesllc.gumroad.com,2,2,1,Films > Comedy > Standup,195,2,177,0.0951,12.52,10.01,15.02,0,0,https://transitpicturesllc.gumroad.com/l/brQatd,181,"Tony Baker And Friends Vol. 1 Transit Pictures, LLC 5.0 (181) £11.15"
valiumdupeuple,https://valiumdupeuple.gumroad.com,1,4,4,Music & Sound Design > Sound Design > Plugins > Ableton Live,195,1,178,0.0951,6.92,6.92,6.92,0,0,https://valiumdupeuple.gumroad.com/l/wmAPD,195,"ClipGain - Adjust clips' gain, transpose, warp and much more from the"
spacejackal,https://spacejackal.gumroad.com,4,7,3,3D > VRChat > Avatar Systems,192,4,179,0.0937,10.38,9.22,11.54,0,0,https://spacejackal.gumroad.com/l/jackalseatsystem,95,Jackal Seat System [VRChat] Space Jackal 4.9 (95) £8.57+
cavehzahedi,https://cavehzahedi.gumroad.com,33,38,2,Films > Movie > Indie & Art House,191,17,180,0.0932,5.01,3.0,36.06,0,0,https://cavehzahedi.gumroad.com/l/TSAS-ep-16-the-end,55,The Show About the Show - Episode 16 - The End Caveh Zahedi 4.8 (55) £
manueldoesmotion,https://manueldoesmotion.gumroad.com,3,3,1,3D > Animating,190,3,181,0.0927,1.51,1.51,1.51,1,0,https://manueldoesmotion.gumroad.com/l/lbosoj,150,Page Flip Animation | After Effects Project File Manuel does Motion 4.
synthpatches,https://synthpatches.gumroad.com,5,5,1,Music & Sound Design > Instruments,188,5,182,0.0917,14.02,14.02,14.02,0,0,https://synthpatches.gumroad.com/l/hydrasynth-patches,72,Hydrasynth Patches Synth Patches 4.9 (72) £10.41
s1gnsofl1fe,https://s1gnsofl1fe.gumroad.com,4,10,5,Music & Sound Design > Sound Design > Plugins,187,4,183,0.0912,8.0,5.01,15.02,1,0,https://s1gnsofl1fe.gumroad.com/l/texture-loom,113,Texture Loom S1gns Of L1fe 4.7 (113) £0.00+
crystalhawklee,https://crystalhawklee.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Procreate,187,1,184,0.0912,9.24,9.24,9.24,0,0,https://crystalhawklee.gumroad.com/l/QXVOW,187,The softest hair Brushset for Procreate app (50 Brushes) + Hair tutori
imbeemo,https://imbeemo.gumroad.com,8,8,4,3D > VRChat > Worlds > Assets,184,8,185,0.0898,35.05,15.02,40.05,1,0,https://imbeemo.gumroad.com/l/Spellbound,47,Spellbound Sanctuary (VRChat World) (PC & Quest) Worlds By Beemo Top c
florentfarges,https://florentfarges.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Textures & Patterns,184,1,186,0.0898,98.01,98.01,98.01,0,0,https://florentfarges.gumroad.com/l/practicalguidetooilpainting,184,The Practical Guide to Oil Painting Techniques and Materials - Archive
geoimgr,https://geoimgr.gumroad.com,1,2,2,3D > 3D Assets > 3ds Max,184,1,187,0.0898,12.91,12.91,12.91,0,1,https://geoimgr.gumroad.com/l/geoimgr,184,GeoImgr Pro Subscription Geotagging solution with over 10 years of exp
tallguytycoon,https://tallguytycoon.gumroad.com,5,12,7,Education,179,3,188,0.0873,350.63,127.22,6007.7,0,1,https://tallguytycoon.gumroad.com/l/Pxkij,163,CNC Academy Membership (Monthly) Ready to take your investing and weal
photosolve,https://photosolve.gumroad.com,1,1,1,Education,178,1,189,0.0868,60.1,60.1,60.1,0,0,https://photosolve.gumroad.com/l/photosolve,178,PhotoSolve PRO - Scan & Solve PhotoSolve 4.1 (178) £44.63 a year
sorakirbys,https://sorakirbys.gumroad.com,1,1,1,3D > VRChat,178,1,190,0.0868,50.07,50.07,50.07,0,0,https://sorakirbys.gumroad.com/l/wolfman,178,Wolfman VRChat Avatar Dovero 4.9 (178) £37.18
akascape,https://akascape.gumroad.com,4,5,2,Films > Video Production & Editing,176,4,191,0.0859,30.0,25.0,30.0,1,0,https://akascape.gumroad.com/l/supermodulation,137,SuperModulation - Davinci Resolve Plugin Akascape 4.9 (137) $0+
urfasteditor,https://urfasteditor.gumroad.com,1,1,1,Films > Video Production & Editing > Video Assets & Loops > Premiere Pro,175,1,192,0.0854,0.0,0.0,0.0,1,0,https://urfasteditor.gumroad.com/l/100freetext,175,100+ FREE TEXT PRESET PACK TRANSITIONS | premiere pro Belakhdar Mohame
amazonmerchtools,https://amazonmerchtools.gumroad.com,2,2,1,Business & Money > Gigs & Side Projects,173,2,193,0.0844,0.0,0.0,0.0,2,1,https://amazonmerchtools.gumroad.com/l/MerchWizard,165,Merch Wizard - Monthly Subscription - Merch By Amazon Organizer Tool T
