url,status,sales_count,ratings_count,price,fetched_at,currency,is_pwyw,pwyw_suggested,product_name,seller,note
https://elizmill.gumroad.com/l/Magiclineart,disclosed,1729,8,6.50,2026-08-26T16:23:43.081750+00:00,usd,yes,,⭐️ Magic Line Art Brushes for PROCREATE by Elizmil  ,elizmill,
https://emilianopennisi.gumroad.com/l/ccvbq,disclosed,132,10,39.00,2026-08-26T16:23:47.567087+00:00,eur,no,,ProbeFFT \ FFT Percussion& & Spectral Soundscape,emilianopennisi,
https://emilianopennisi.gumroad.com/l/dkgxa,disclosed,312,26,39.00,2026-08-26T16:23:53.208522+00:00,eur,no,,Panacousticon Series | Max For Live for Ableton and Push,emilianopennisi,
https://emilianopennisi.gumroad.com/l/zzqmt,disclosed,308,54,49.00,2026-08-26T16:23:58.694221+00:00,eur,yes,,Brain Recordings | Max For Live for Ableton and Push ,emilianopennisi,
https://emwhitenoise.gumroad.com/l/emwhitenoise,disclosed,519,8,20.00,2026-08-26T16:24:03.464265+00:00,usd,yes,,🎧 The Fan-First Music Startup Database,emwhitenoise,
https://eproessentials.gumroad.com/l/DigitalProductCreationeBook,disclosed,62,1,7.00,2026-08-26T16:24:08.078371+00:00,usd,yes,,Digital Product Creation eBook | ChatGPT & Canva Guide 2026 | 87 Pages + Bonuses | PLR Template,eproessentials,
https://erasers45.gumroad.com/l/blockblender2,disclosed,9523,39,0.00,2026-08-26T16:24:14.368385+00:00,usd,yes,0.00,VoxelVision IV (formerly BlockBlender),erasers45,
https://exlife.gumroad.com/l/theriantag,disclosed,2,1,5.95,2026-08-26T16:24:19.259113+00:00,gbp,no,,therian tag,exlife,
https://filippo02003.gumroad.com/l/nfphyb,disclosed,24,1,15.00,2026-08-26T16:24:23.945994+00:00,eur,yes,15.00,Harness for Winterpaw Canine,filippo02003,
https://floatlocker.gumroad.com/l/mjazI,disclosed,45,2,1999.00,2026-08-26T16:24:29.222267+00:00,usd,no,,The DeFi-nitive Uniswap V3 Trading Development & Mentorship **BUNDLE**,floatlocker,
https://flormoomodels.gumroad.com/l/NovaBangs,disclosed,181,4,5.00,2026-08-26T16:24:33.822869+00:00,usd,yes,5.00,(Novabeast) Blinding Bangs,flormoomodels,
https://flormoomodels.gumroad.com/l/NovaScientistDress,disclosed,48,3,10.00,2026-08-26T16:24:38.407012+00:00,usd,yes,10.00,Novabeast Chic Science Dress,flormoomodels,
https://flormoomodels.gumroad.com/l/OttarooHarness,disclosed,16,3,8.00,2026-08-26T16:24:43.124315+00:00,usd,yes,8.00,Ottaroo Harness,flormoomodels,
https://fratfuel.gumroad.com/l/mmrxt,disclosed,1930,8,0.00,2026-08-26T16:24:47.628404+00:00,usd,yes,0.00,frat classics crate,fratfuel,
https://ganzeer.gumroad.com/l/TSG,disclosed,108,6,1.00,2026-08-26T16:24:52.301915+00:00,usd,yes,10.00,THE SOLAR GRID: Revised & Expanded Edition,ganzeer,
https://georguebler.gumroad.com/l/pseir,disclosed,12,5,1400.00,2026-08-26T16:24:57.041931+00:00,eur,no,,AAA Character & Hard-Surface Design - Mentorship,georguebler,
https://gfinancecollege.gumroad.com/l/clovertraderhub2024,disclosed,62,26,0.00,2026-08-26T16:25:01.545071+00:00,usd,no,,CLOVER TRADER HUB,gfinancecollege,
https://glitchychl.gumroad.com/l/cyupi,disclosed,127,5,12.00,2026-08-26T16:25:06.342762+00:00,usd,no,,Novabeast Casual Fit,glitchychl,
https://gtafivemcustoms.gumroad.com/l/drvaqr,disclosed,1596,2,0.00,2026-08-26T16:25:11.404892+00:00,usd,yes,,FREE 3D Chain Releases GTA Five M ,gtafivemcustoms,
https://hanmen.gumroad.com/l/gfxdev,disclosed,391,59,0.00,2026-08-26T16:25:17.167044+00:00,usd,no,,Graphics Plugin Full v2.8.5,hanmen,
https://harrisonniap.gumroad.com/l/HN-signature-cinematic-luts,disclosed,511,14,29.99,2026-08-26T16:25:22.114450+00:00,usd,no,,HN Signature Cinematic LUTs,harrisonniap,
https://higherplane.gumroad.com/l/spacewalk,disclosed,7342,96,15.00,2026-08-26T16:25:27.247204+00:00,gbp,no,,SpaceWalk - Ambient Chord Progression Generator,higherplane,
https://howtospanish.gumroad.com/l/learnspanishwithreggaeton,disclosed,142,4,89.00,2026-08-26T16:25:31.847575+00:00,usd,no,,Learn Spanish through Reggaeton - 12 weeks to sing along,howtospanish,
